YEAR,EVENT_TYPE,TOR_F_SCALE
1958,Hail,
1958,Hail,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Tornado,F2
1958,Tornado,
1958,Hail,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Tornado,F2
1958,Thunderstorm Wind,
1958,Hail,
1958,Thunderstorm Wind,
1958,Tornado,F3
1958,Tornado,F3
1958,Hail,
1958,Hail,
1958,Hail,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Tornado,
1958,Thunderstorm Wind,
1958,Tornado,F3
1958,Thunderstorm Wind,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Tornado,F2
1958,Tornado,F1
1958,Tornado,F1
1958,Tornado,F2
1958,Tornado,F3
1958,Tornado,F3
1958,Thunderstorm Wind,
1958,Hail,
1958,Tornado,F1
1958,Tornado,F2
1958,Tornado,F0
1958,Tornado,F1
1958,Tornado,F1
1958,Tornado,F2
1958,Tornado,F2
1958,Thunderstorm Wind,
1958,Tornado,F2
1958,Hail,
1958,Tornado,F2
1958,Thunderstorm Wind,
1958,Tornado,F1
1958,Tornado,F1
1958,Hail,
1958,Hail,
1958,Tornado,F1
1958,Tornado,F2
1958,Tornado,F2
1958,Hail,
1958,Tornado,F2
1958,Hail,
1958,Tornado,F2
1958,Hail,
1958,Thunderstorm Wind,
1958,Hail,
1958,Thunderstorm Wind,
1958,Tornado,F2
1958,Tornado,
1958,Hail,
1958,Thunderstorm Wind,
1958,Hail,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Tornado,F1
1958,Tornado,F1
1958,Hail,
1958,Tornado,F1
1958,Tornado,
1958,Thunderstorm Wind,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Tornado,F2
1958,Tornado,F3
1958,Tornado,F3
1958,Hail,
1958,Hail,
1958,Hail,
1958,Tornado,
1958,Thunderstorm Wind,
1958,Tornado,F2
1958,Thunderstorm Wind,
1958,Thunderstorm Wind,
1958,Hail,
1958,Hail,
1958,Hail,
1958,Thunderstorm Wind,
1958,Hail,
1958,Hail,
